Metin,Durum,temiz_yorum,tahmin,dogru_mu
fiyatina gore biraz basit bir urun bu fiyata daha iyileri olmasi lazim yinede beklentiyi karsiladi sayilir,0,fiyatina gore biraz basit bir urun fiyata iyileri olmasi lazim yinede beklentiyi karsiladi sayilir,1,False
fiyatına göre ürün çok iyi ancak faturasız geldi ürün kurulumu çok basitti,1,fiyatına göre ürün iyi ancak faturasız geldi ürün kurulumu basitti,1,True
kurumu kolaydı kalitesi parasını hakeder kızım severek kullaniyor,1,kurumu kolaydı kalitesi parasını hakeder kızım severek kullaniyor,1,True
Ürün görseldeki gibi geldi.ilkokul öğrencisi için boyu uygun.memnun kaldım.,1,ürün görseldeki geldiilkokul öğrencisi boyu uygunmemnun kaldım,1,True
"Süratli sekilde ulastirildi, pratik bir kuruluma sahip. Fiyatı cazip, ilgililere teşekkür ederim.",1,süratli sekilde ulastirildi pratik bir kuruluma sahip fiyatı cazip ilgililere teşekkür ederim,1,True
Çok kaliteli değil ama iş görüyor biraz sert ve vidaları arada düşüyor bu paraya bu kadar,0,kaliteli değil iş görüyor biraz sert vidaları arada düşüyor paraya kadar,0,True
Ürün göründüğü gibi geldi. Memnun kaldım kıızm da begendi,1,ürün göründüğü geldi memnun kaldım kıızm begendi,1,True
"ilkokul 1 e giden kızım için aldık.Kurulumu basit. Oturumu rahat. kullanacak kişinin kilosu önemli,",1,ilkokul 1 e giden kızım aldıkkurulumu basit oturumu rahat kullanacak kişinin kilosu önemli,1,True
ben sevmedim arkalik kismi sirti kavramiyor,0,ben sevmedim arkalik kismi sirti kavramiyor,0,True
Ürün gayet güzel teşekkürler,1,ürün gayet güzel teşekkürler,1,True
Çok memnun kaldım teşekkürler ????,1,memnun kaldım teşekkürler,1,True
fiyatına göre gayet güzel,1,fiyatına göre gayet güzel,1,True
Çok güzel rahat bir sandalye,1,güzel rahat bir sandalye,1,True
ürün gayet iyi. kardeşime aldım.,1,ürün gayet iyi kardeşime aldım,1,True
Tam göründüğü gibi montajı çok kolay,1,tam göründüğü montajı kolay,1,True
"Gayet kullanışlı, rahat ve esnek",1,gayet kullanışlı rahat esnek,1,True
Tekerlekler çok zor takılıyor,0,tekerlekler zor takılıyor,0,True
çok rahat bir sandalyeee,1,rahat bir sandalyeee,1,True
hem rahat hem konforlu ve sağlam.,1,rahat konforlu sağlam,1,True
Monte etmesi çok zor ama kurulduktan sonra gayet iyi,1,monte etmesi zor kurulduktan sonra gayet iyi,1,True
Güzel fiyat ı na görw sıkıntı yok. İş görür,1,güzel fiyat ı na görw sıkıntı yok iş görür,1,True
Güzel ve kullanışlı bir örün,1,güzel kullanışlı bir örün,1,True
gayet güzel 7 yaşındaki kızama gore ideal,1,gayet güzel 7 yaşındaki kızama gore ideal,1,True
Gayet guzel bi sandalye kizim severek kullaniyor,1,gayet guzel bi sandalye kizim severek kullaniyor,1,True
tam istediğim gibi ,1,tam istediğim,1,True
tam istediğim gibi,1,tam istediğim,1,True
Fiyatına göre iyi,1,fiyatına göre iyi,1,True
Fiyatına göre güzel,1,fiyatına göre güzel,1,True
cocuk icin guzel urun.,1,cocuk icin guzel urun,1,True
"Güzel ama hiç rahat bir koltuk değil , pc için düşünüyorsanız biraz daha rahat modeller bakın.",0,güzel rahat bir koltuk değil pc düşünüyorsanız biraz rahat modeller bakın,0,True
Tekerlekleri laminante hep iz yaptı birazdaha para verip daha iyisini almanızı tavsiye ederim,0,tekerlekleri laminante iz yaptı birazdaha para verip iyisini almanızı tavsiye ederim,0,True
Ürün normal kalitede ama oturuşu rahat değil oturma kısmı sert.,0,ürün normal kalitede oturuşu rahat değil oturma kısmı sert,0,True
ürün iyi tavsiye ederim,1,ürün iyi tavsiye ederim,1,True
beklentimi karsiliksiz cikarmadi tesekkurler,1,beklentimi karsiliksiz cikarmadi tesekkurler,1,True
İndirimde aldık iş görür,1,indirimde aldık iş görür,1,True
Teşekkürler,1,teşekkürler,1,True
çok güzel bir ürün,1,güzel bir ürün,1,True
Kullnışlı ve güzel,1,kullnışlı güzel,1,True
İşimi gördü iyi,1,işimi gördü iyi,1,True
Çok kullanışlı,1,kullanışlı,1,True
ilkokul için harika,1,ilkokul harika,1,True
biraz geç gelsede oldukça kaliteli tam fiyat performans ürünü,1,biraz geç gelsede oldukça kaliteli tam fiyat performans ürünü,1,True
Çok beğendik çok güzel fiyatı da çok uygun. Tavsiye ederim,1,beğendik güzel fiyatı uygun tavsiye ederim,1,True
Ürün kırıktı iade ettim. Bakalım iade süreci nasıl ilerleyecek ????? Ayrıca boyu çok kısa çalışma masası için uygun değil tavsiye etmem??,0,ürün kırıktı iade ettim bakalım iade süreci ilerleyecek ayrıca boyu kısa çalışma masası uygun değil tavsiye etmem,0,True
cok kaliteli ve fiyatı cok uygun...,1,cok kaliteli fiyatı cok uygun,1,True
Bu fiyata bu kalite inanılmaz,1,fiyata kalite inanılmaz,0,False
Bu fiyata bu performans çok ideal,1,fiyata performans ideal,1,True
Fiyatına göre çok güzel,1,fiyatına göre güzel,1,True
Kurulumla ilgili bir kağıt yoktu ve zor takıldı parçalar. Biraz sert bir ürün,0,kurulumla ilgili bir kağıt yoktu zor takıldı parçalar biraz sert bir ürün,0,True
Çocuklar için ideal,1,çocuklar ideal,1,True
Montajı zordu,0,montajı zordu,0,True
Ürünü çok beğendim,1,ürünü beğendim,1,True
Fiyatına göre gayet kaliteli bi ürün.,1,fiyatına göre gayet kaliteli bi ürün,1,True
ürün geldiğinde kolçakları sallanıyodu şayet kolçaga basıp oturaktan kalkmak istersen kolçaklarla beraber yere serilirdik kesinlikle tavsiye etmem bu kolçaklar düzelmediği takdirde,0,ürün geldiğinde kolçakları sallanıyodu şayet kolçaga basıp oturaktan kalkmak istersen kolçaklarla beraber yere serilirdik kesinlikle tavsiye etmem kolçaklar düzelmediği takdirde,0,True
Ürünün kurulumu yapılamıyor. Parçalar birbirini tutmuyor ve paketten kurulumu anlatan bir şema çıkmadı. İade ettim.,0,ürünün kurulumu yapılamıyor parçalar birbirini tutmuyor paketten kurulumu anlatan bir şema çıkmadı iade ettim,0,True
merhaba ürün elime çabuk ulaştı fakat tekerin biri yerine çok bol geliyor sürekli çıkıyor sırtını yasladigin bölgedeki beyaz kısım siyah plastik kısmına tam ölçüde değil arada 1 santim belki biraz daha fazla bolluk var hoş durmuyor,0,merhaba ürün elime çabuk ulaştı fakat tekerin yerine bol geliyor sürekli çıkıyor sırtını yasladigin bölgedeki beyaz kısım siyah plastik kısmına tam ölçüde değil arada 1 santim biraz fazla bolluk var hoş durmuyor,0,True
Kesinlikle almayın derim tavsiye etmiyorum ayakları falan hep çıkıyor ve yaslanma yeri sureklı gevsıyor,0,kesinlikle almayın derim tavsiye etmiyorum ayakları falan çıkıyor yaslanma yeri sureklı gevsıyor,0,True
ürün çok küçük biz geniş diye sipariş verdik ama 50 kilo olan kardeşim içerisine zor sığıyor bence tercih etmeyin,0,ürün küçük geniş sipariş verdik 50 kilo olan kardeşim içerisine zor sığıyor bence tercih etmeyin,0,True
Çok iyi ve fiyatı da çok uygun,1,iyi fiyatı uygun,1,True
Ne yazık ki kalitesiz. Bu fiyata bu kadar olur. İdare edelim bakalım.,0,yazık kalitesiz fiyata kadar olur idare edelim bakalım,0,True
çok basit ve kalitesiz üstüne üstlük paketleme kötü paketleme iyi olmadığı için ezik geldi,0,basit kalitesiz üstüne üstlük paketleme kötü paketleme iyi olmadığı ezik geldi,0,True
ustundekı beyaz yeri cok cabuk aşındı yırtıldı kullanışlı degil,0,ustundekı beyaz yeri cok cabuk aşındı yırtıldı kullanışlı degil,0,True
kargo ozenliydi ürünü çok beğenmedim basit duruyor ama idare eder,0,kargo ozenliydi ürünü beğenmedim basit duruyor idare eder,0,True
ürün çok geç geldi.iki haftadan fazla bekledik gelmesini,0,ürün geç geldiiki haftadan fazla bekledik gelmesini,0,True
Rahat bir sandalye değil,0,rahat bir sandalye değil,0,True
güzel ve kullanışlı,1,güzel kullanışlı,1,True
İhtiyaç karşılıyor,1,ihtiyaç karşılıyor,1,True
Teşekkür ederim ??,1,teşekkür ederim,1,True
Güzel kurulumu kolay,1,güzel kurulumu kolay,1,True
Gayet kullanışlı,1,gayet kullanışlı,1,True
Gayet güzel,1,gayet güzel,1,True
Ürünü çok beğendim gayet şık ve kaliteli bir sandalye fiyatı da uygun oğlum 8 yaşında çok uygun ve kullanışlı teşekkürler,1,ürünü beğendim gayet şık kaliteli bir sandalye fiyatı uygun oğlum 8 yaşında uygun kullanışlı teşekkürler,1,True
"Yanlışlıkla bile olsa almayın önermem, iyi yorum atanlar daha önce sandalyeye oturmamış sanırım. Bütün parçaları kirli bir poşete sarıp göndermişler ne bir kutu var nede bir kurulum şeması. Sırt bölgesi yaslanmıyor düz yani, kolluklar aşağıda elim havada kalıyor herhalde yaptıkları şeyin üzerine hiç oturmamışlar.",0,yanlışlıkla bile olsa almayın önermem iyi yorum atanlar önce sandalyeye oturmamış sanırım bütün parçaları kirli bir poşete sarıp göndermişler bir kutu var nede bir kurulum şeması sırt bölgesi yaslanmıyor düz kolluklar aşağıda elim havada kalıyor herhalde yaptıkları şeyin üzerine oturmamışlar,0,True
Ürün kırık geldi arka kısmındaki siyah plaka içine doğru kırılmış güzel bir paketlemesi yoktu hasarlı geldi ayrıca rahat değil daha çok çocuklara uygun,0,ürün kırık geldi arka kısmındaki siyah plaka içine doğru kırılmış güzel bir paketlemesi yoktu hasarlı geldi ayrıca rahat değil çocuklara uygun,0,True
fiyatına göre çok çok iyi.,1,fiyatına göre iyi,1,True
Ürün resmen plastik.çok kötü hiçbir köşesi birbirini tutmuyor ve yamuk.korkunç.,0,ürün resmen plastikçok kötü hiçbir köşesi birbirini tutmuyor yamukkorkunç,0,True
"Kurulumu, ayak takması aşırı zordu. 30 kiloluk ağırlığa bile dayanamayan basit bir ürün",0,kurulumu ayak takması aşırı zordu 30 kiloluk ağırlığa bile dayanamayan basit bir ürün,0,True
Fiyatına göre güzel,0,fiyatına göre güzel,1,False
tavsiye etmem. kısa sürede dağıldı. rahat değil,0,tavsiye etmem kısa sürede dağıldı rahat değil,0,True
çok sert sırt kismi,0,sert sırt kismi,0,True
Berbat bir ürün bir daha asla trentyol kullanmayacağım .Çok kalitesiz ürünler satıyorsunuz,0,berbat bir ürün bir asla trentyol kullanmayacağım kalitesiz ürünler satıyorsunuz,0,True
Eksik parca geldi urun cok cok Kotu,0,eksik parca geldi urun cok cok kotu,0,True
Çok ince ve tutma kolları hiç sağlam değil,0,ince tutma kolları sağlam değil,0,True
Fıyatına göre gayet iyi kullanışlı kurulumu basit,1,fıyatına göre gayet iyi kullanışlı kurulumu basit,1,True
Fiyatına göre bir kalitede,1,fiyatına göre bir kalitede,1,True
Küçük tatlı bekledigim gibi tam,1,küçük tatlı bekledigim tam,1,True
Kaliteli ve çok rahat,1,kaliteli rahat,1,True
fiyatına gore iyi,1,fiyatına gore iyi,1,True
Fiyatına göre harika,1,fiyatına göre harika,1,True
cok.guzel geldi,1,cokguzel geldi,1,True
Gayet kullanışlı ideal bir ürün,1,gayet kullanışlı ideal bir ürün,1,True
Göründüğü gibiydi çok güzel ve kaliteli,1,göründüğü gibiydi güzel kaliteli,1,True
"Kalitesiz tavsiye etmiyorum, rahat değil",0,kalitesiz tavsiye etmiyorum rahat değil,0,True
Ürünüm tıpkı gözüktüğü gibi geldi.sadece fazla büyük değil ama zaten oğluma almıştım. Tahmin ettiğim gibiydi aslında. Biz memnun kaldık ve oğlumda severek kullanıyor odasında,1,ürünüm tıpkı gözüktüğü geldisadece fazla büyük değil zaten oğluma almıştım tahmin ettiğim gibiydi memnun kaldık oğlumda severek kullanıyor odasında,1,True
Kurulumu kolay ve kaliteli bir ürün..,1,kurulumu kolay kaliteli bir ürün,1,True
göründügü gibi ve kaliteli bi ürün,1,göründügü kaliteli bi ürün,1,True
Kalitesi cok dusuk.,0,kalitesi cok dusuk,0,True
Çok geç geldi,0,geç geldi,0,True
fiyatına göre daha kalitesiz ürün. çocuk için aldım. anca onu taşıyabilir.,0,fiyatına göre kalitesiz ürün çocuk aldım anca onu taşıyabilir,0,True
Urün elime ulaştı fakat beklediğimden çok çok küçük geldi alıcaksanız 10 yaşından çocuğunuz için alın bide gelmesi için 1 hafta bekledim maalesef yetişkinler için değil fiyatına aldanıp aldık ürün iyi ama küçükkk almadan önce 2 kere düşünün,0,urün elime ulaştı fakat beklediğimden küçük geldi alıcaksanız 10 yaşından çocuğunuz alın bide gelmesi 1 hafta bekledim maalesef yetişkinler değil fiyatına aldanıp aldık ürün iyi küçükkk almadan önce 2 kere düşünün,0,True
fiyatına göre güzel,1,fiyatına göre güzel,1,True
ürün kaliteli,1,ürün kaliteli,1,True
"Ürünün hem fiyatı uygun, hem kurulumu kolay, hemde kaliteli... ????",1,ürünün fiyatı uygun kurulumu kolay hemde kaliteli,1,True
Ürünün hem fiyatı uygun hemde gözüktüğü gibi geldi ?????,1,ürünün fiyatı uygun hemde gözüktüğü geldi,1,True
"hızlı bır sekılde geldı,kurulumunu evde yaptık,begendım guzel urun",1,hızlı bır sekılde geldıkurulumunu evde yaptıkbegendım guzel urun,1,True
Arka plastik kısmı çatlak geldi. Kargoda mı böyle oldu bilmiyorum ama idare eder. Oğlum için almıştım. Çocuklar için yeterli.,0,arka plastik kısmı çatlak geldi kargoda böyle oldu bilmiyorum idare eder oğlum almıştım çocuklar yeterli,0,True
çok sağlam bı ürün paketleme harika??????tereddütsüz sipariş verebilirsiniz...,1,sağlam bı ürün paketleme harikatereddütsüz sipariş verebilirsiniz,1,True
Beklediğimiz gibi geldi. Kurulumu kolay herkes kolaylıkla yapabilir. Teşekkür ederiz.,1,beklediğimiz geldi kurulumu kolay herkes kolaylıkla yapabilir teşekkür ederiz,1,True
gayet kullanışlı çok güzel bir ürün,1,gayet kullanışlı güzel bir ürün,1,True
kolay kurulum bayağı sağlam,1,kolay kurulum bayağı sağlam,1,True
Çok önermiyorum fiyatı düşük ama oturma kalitesi sıfır çok sert uzun süre oturulacak gibi değil,0,önermiyorum fiyatı düşük oturma kalitesi sıfır sert uzun süre oturulacak değil,0,True
ürun gorseldeki gibi kurulumu kolay cocuk calisma masasi icin ideal kizim begenerek kullaniyor,1,ürun gorseldeki kurulumu kolay cocuk calisma masasi icin ideal kizim begenerek kullaniyor,1,True
İstediğim gibi geldi. Teşekkürler.,1,istediğim geldi teşekkürler,1,True
teşekkür ediyorum.guzel ürün.,1,teşekkür ediyorumguzel ürün,1,True
ürünü çok iyi,1,ürünü iyi,1,True
ürün gayet güzel sağlam ve eksiksiz parçalarıyla teslim aldım ve çok kısa bir sürede elimize geçti gerçekten çok teşekkür ederim,1,ürün gayet güzel sağlam eksiksiz parçalarıyla teslim aldım kısa bir sürede elimize geçti gerçekten teşekkür ederim,1,True
üründen çok memnun kaldım hem kaliteli hem uygun.,1,üründen memnun kaldım kaliteli uygun,1,True
Fiyatına göre güzel ürün,1,fiyatına göre güzel ürün,1,True
ürün zamanında teslim,1,ürün zamanında teslim,1,True
Kullanışlı,1,kullanışlı,1,True
"kullanışlı,sevdik..",1,kullanışlısevdik,0,False
mükemmel,1,mükemmel,1,True
ürün fotoğrafta göründüğü gibi gayet başarılı oğlum için aldım sadece kargoda sıkıntı vardı Geç geldi,1,ürün fotoğrafta göründüğü gayet başarılı oğlum aldım sadece kargoda sıkıntı vardı geç geldi,1,True
kırık geldi çok sağlam değil üstelik,0,kırık geldi sağlam değil üstelik,0,True
Gayet güzel beğendim,1,gayet güzel beğendim,1,True
urun tam bir f/p Ürünü,1,urun tam bir fp ürünü,1,True
Ürün çok kalitesiz. 2 hafta içinde dağılmaya başladı. 3 kuruş fazla verip farklı bir marka almakta fayda var. Paranıza yazık etmeyin.,0,ürün kalitesiz 2 hafta içinde dağılmaya başladı 3 kuruş fazla verip farklı bir marka almakta fayda var paranıza yazık etmeyin,0,True
gayet guzel cok buyuk degil cocuklaricin 10 numara,1,gayet guzel cok buyuk degil cocuklaricin 10 numara,1,True
kesinlikle tavsiye etmiyorum 80 kiloyu taşıyamıyor ne zaman oturulsa başka bir yeri çıtırdıyor yaslanma yerinin çivisi kırıldı,0,kesinlikle tavsiye etmiyorum 80 kiloyu taşıyamıyor zaman oturulsa başka bir yeri çıtırdıyor yaslanma yerinin çivisi kırıldı,0,True
Çok küçük. Rengi fotoğraftaki kadar göze çarpan bir kırmızı değil. Montelemede zorlandım. Eğer birazcık kalıplı veya uzunsanız tavsiye etmem.,0,küçük rengi fotoğraftaki kadar göze çarpan bir kırmızı değil montelemede zorlandım birazcık kalıplı uzunsanız tavsiye etmem,0,True
fiyat performans açısından oldukça iyi kötü yorum yapanları anlamadım biz 2 tane aldık çok da memnun kaldık uzun zamandır kullanıyoruz,1,fiyat performans açısından oldukça iyi kötü yorum yapanları anlamadım 2 tane aldık memnun kaldık uzun zamandır kullanıyoruz,1,True
Sadece ürün kaplaması deri olduğu belirtilmemiş.. Kumaş sanarak aldık. Biraz da küçük,0,sadece ürün kaplaması deri olduğu belirtilmemiş kumaş sanarak aldık biraz küçük,0,True
Çok memnun kaldım çok güzel kaliteli ???? küçük diyenleri çocuklar için diyenleri anlamadım 24 yaşındayım gayet uygun yani teşekkür ederim fiyatı da uygun ??,1,memnun kaldım güzel kaliteli küçük diyenleri çocuklar diyenleri anlamadım 24 yaşındayım gayet uygun teşekkür ederim fiyatı uygun,1,True
